,Adversarial Debiasing,Prejudice Remover,Nondebiasing,Ensemble
0,0.62,0.06333333333333334,0.66,0.6466666666666666
1,0.5933333333333334,0.08,0.7166666666666667,0.5233333333333333
2,0.6866666666666666,0.0,0.6866666666666666,0.68
3,0.5666666666666667,0.0033333333333333335,0.6866666666666666,0.4266666666666667
4,0.5733333333333334,0.0033333333333333335,0.6766666666666666,0.43333333333333335
5,0.6566666666666666,0.006666666666666667,0.6733333333333333,0.63
6,0.6466666666666666,0.0033333333333333335,0.67,0.6366666666666667
7,0.6233333333333333,0.07,0.68,0.5366666666666666
8,0.6366666666666667,0.013333333333333334,0.6533333333333333,0.6366666666666667
9,0.62,0.10666666666666667,0.6366666666666667,0.6066666666666667
