,Mean Difference,Disparate Impact,Theil Index
0,-0.09574223995405558,0.5261676933858067,0.173979188602529
1,-0.0951380468617521,0.5438132985937468,0.17015315144615717
2,-0.09358873966113679,0.5330108018438432,0.17113310427212547
3,-0.060184508003817805,0.6989850579727168,0.17341665959370225
4,-0.06634980249994529,0.6705623535709684,0.17113983374401925
5,-0.12349106992733892,0.40173665874823944,0.17929513161307226
6,-0.0861009552499678,0.5800660340976818,0.1724713617993029
7,-0.06775221925074967,0.6644619344191112,0.1671646449700369
8,-0.06959308001659104,0.6602097949812138,0.17262945234546004
9,-0.09395236986999668,0.5495446945320807,0.17005111859925962
