,Mean Difference,Disparate Impact,Theil Index
0,-0.10977972517809764,0.8361035088890373,0.2103472975632204
1,-0.038065382892969124,0.9392531713417902,0.20680928964480547
2,-0.12681923930097927,0.8116361298617808,0.20693128484777654
3,0.03798346593068547,1.0702465303657858,0.2181849985212797
4,-0.03745888157894739,0.9384459459459459,0.19688592041061612
5,-0.14469229552286034,0.7954830053667262,0.20006017638406573
6,0.07909326656532234,1.1515160166733283,0.22545234059744246
7,-0.030652108845308,0.9479262469048461,0.20930193237910344
8,-0.11921296296296291,0.8274706867671693,0.21503254950071482
9,0.04865506329113922,1.0915860014892032,0.21250178935037425
