,Mean Difference,Disparate Impact,Theil Index
0,-0.0406718531103758,0.9304642511338737,0.22873303496153496
1,-0.019144648454993307,0.9681267474370923,0.2130523589610583
2,-0.08560762399424954,0.8388875150915677,0.2776160980443942
3,-0.0720157943469909,0.8860368615230608,0.21174109433302868
4,0.004851973684210531,1.0086764705882354,0.20241847318511
5,-0.06508463850656543,0.8954377938746981,0.2126215187339317
6,0.005156636561447492,1.0087690397141194,0.21291052052434425
7,-0.037080801113959616,0.9260856031128405,0.2634745188716323
8,0.01273148148148151,1.0222222222222224,0.22218373612913886
9,-0.0232199367088608,0.9615006230733915,0.20016182906106564
